Sensor-349,Sensor-104,Sensor-511,Sensor-60,Sensor-130,Sensor-211,Sensor-438,Sensor-29,Sensor-125,Sensor-65,Sensor-101,Sensor-122,Sensor-338,Sensor-134,Sensor-167,Sensor-57,Sensor-76,Sensor-472,Sensor-201,Sensor-302,Sensor-126,Sensor-461,Sensor-96,Sensor-198,Sensor-131,Sensor-456,Sensor-184,Sensor-197,Sensor-320,Sensor-181,Sensor-317,Sensor-124,Sensor-470,Sensor-39,Sensor-352,Sensor-453,Sensor-200,Sensor-214,Sensor-15,Sensor-478,Sensor-64,Sensor-69,Sensor-59,Sensor-334,Sensor-350,Sensor-206,Sensor-204,Sensor-66,Sensor-123,Sensor-476,Sensor-574,Sensor-135,Sensor-127,Sensor-500,Sensor-512,Sensor-212,Sensor-22,Sensor-342,Sensor-366,Sensor-444,Sensor-578,Sensor-175,Sensor-173,Sensor-128,Sensor-56,Sensor-446,Sensor-480,Sensor-337,Sensor-202,Sensor-103,Sensor-139,Sensor-434,Sensor-105,Sensor-68,Sensor-100,Sensor-71,Sensor-412,Sensor-281,Sensor-115,Sensor-333,Sensor-147,Sensor-424,Sensor-388,Sensor-250,Sensor-282,Sensor-208,Sensor-542,Sensor-335,Sensor-199,Sensor-48,Good/Bad
0.0163,-0.0113,27.464,-3.1227,-2.789,0.0652,4.3098,67.2889,15.79,23.1227,0.0,15.84,2.3156,1002.9643,2.9,0.9304,-0.0122,10.4391,24.82,1.0588,1.035,26.9148,0.0001,16.77,0.7595,3.972,29.093,6.9,8.9795,16.79,5.1815,15.91,4.7537,86.9034,0.0207,4.7607,12.05,0.0504,14.3989,3.3196,16.48,146.1009,4.6512,5.6534,0.021,4.85,33.691,30.5699,3.431,4.8001,0.4025,39.8676,3.018,0.0,753.8462,0.0489,-5329.25,1.5213,0.0042,0.4109,16.7005,0.206,0.206,0.5669,2851.0,0.4131,4.0403,9.468,6.9,-0.0056,51.3,239.432,-0.0007,0.8667,0.0484,614.3073,2.3253,0.0159,0.0,2.3156,0.0353,103.5287,0.0,0.0,0.0096,24.82,10.188,0.1607,0.591,1.2841,-1.0
0.0209,-0.0086,39.708,-3.7509,-3.449,0.0803,4.7535,69.4222,15.71,23.7509,0.0002,15.73,2.2754,998.8077,3.3,0.9304,-0.001,13.1258,27.89,1.2122,1.834,21.7993,0.0001,16.77,0.5042,4.3437,31.902,8.27,9.5407,20.61,6.1863,15.75,4.7525,86.9034,0.0303,5.8352,15.25,0.0631,10.9837,3.369,14.7345,146.9282,4.6512,5.6382,0.0303,4.95,34.267,30.7593,5.97,4.8696,0.4025,36.6275,2.658,0.0,666.6667,0.0689,-5720.25,1.5594,0.0058,0.4109,16.7005,0.206,0.206,0.9226,2851.0,0.4131,4.5277,9.9534,8.27,0.0244,49.2,317.9026,-0.0004,0.8642,0.0279,615.98,2.209,0.0205,0.0,2.2754,0.0446,104.409,0.0,0.0,0.0107,27.89,8.7014,0.2026,0.709,1.2582,-1.0
0.0213,-0.0101,38.6617,-3.2945,-2.93,0.0786,3.0293,69.3222,15.76,23.2945,0.0004,15.83,2.5278,999.8622,2.1,0.9315,-0.0053,11.2053,23.03,0.7997,1.026,48.1752,0.0,20.02,0.8145,4.1548,30.636,8.49,9.5252,20.78,6.5968,15.84,5.641,86.3364,0.0241,5.8952,13.39,0.0573,8.8381,5.854,15.698,144.8573,4.6627,6.5781,0.0242,8.48,35.225,29.873,3.265,4.9788,0.1878,38.7063,2.856,293.3333,0.0,0.0504,-5337.0,2.3857,0.0028,0.6436,8.6853,0.3272,0.3272,0.5581,2847.0,0.6656,4.5554,10.7588,8.49,0.0389,58.0999,84.8415,-0.0001,0.8629,0.0046,619.2591,2.6243,0.0197,0.0,2.5278,0.0329,66.8131,0.0,0.0,0.0081,28.21,9.64,0.3625,1.106,1.2712,-1.0
0.0248,-0.0146,32.9614,-1.56,-3.449,0.0946,3.4335,69.9,15.71,21.56,-0.001,15.73,2.3774,998.8077,2.4,0.9298,-0.0095,12.2488,22.75,0.7566,1.834,12.8516,-0.0002,14.79,0.5042,3.9593,28.779,8.28,8.9247,22.61,6.1318,15.75,4.2053,86.4854,0.0602,6.4398,13.95,0.1258,11.0332,2.587,15.041,149.2073,4.7267,5.3426,0.0347,3.86,34.837,28.4794,5.97,4.9882,0.2454,36.6275,2.658,0.0,523.6364,0.0821,-5122.5,1.1253,0.0094,0.7097,12.3064,0.359,0.3589,0.9226,2853.0,0.7263,4.5934,9.2224,8.28,-0.0466,56.7,0.0,0.0007,0.928,-0.0512,614.7973,2.6323,0.0142,0.0,2.3774,0.0468,157.7605,0.0,0.0,0.0117,28.24,8.7014,0.2358,0.871,1.3219,-1.0
0.019,-0.012,26.5836,-1.0409,-2.364,0.0716,3.8084,65.6444,15.58,21.0409,-0.0003,15.58,1.4189,991.5921,2.5,0.9325,-0.0337,11.3861,17.64,0.7844,1.39,34.167,0.0001,20.86,0.807,4.0803,29.96,4.57,9.2456,17.9,5.6454,15.57,5.8924,86.8551,0.0237,5.0911,13.46,0.0472,7.0235,4.9073,13.6481,149.1664,4.7143,6.7517,0.0151,7.32,31.649,28.5052,3.012,4.4844,0.357,37.815,2.745,0.0,0.0,0.0325,-5730.75,2.51,0.004,0.7737,18.3953,0.3907,0.3907,0.5199,2849.0,0.7893,4.5929,11.122,4.57,-0.0051,52.7,66.7402,-0.0004,0.9027,0.0288,621.3964,2.3615,0.0176,0.0,1.4189,0.0466,71.0325,0.0,0.0,0.0123,28.54,13.2085,0.3843,1.261,1.3014,-1.0
0.0187,-0.0111,55.9819,-1.24,-2.364,0.0642,5.9594,73.8333,15.57,21.24,0.0001,15.6,1.5984,989.4811,4.4,0.9311,-0.0203,6.7892,13.63,1.4688,1.749,29.8359,0.0,19.73,0.7865,3.6537,26.443,5.66,7.7468,22.09,7.0986,15.67,5.6738,87.4694,0.018,6.3204,7.9,0.0335,6.5553,6.5927,9.3164,150.7718,4.6263,6.1266,0.0168,9.94,27.313,28.1969,2.897,3.9269,0.2571,35.6026,2.846,0.0,309.6774,0.0377,-5287.5,3.4391,0.0084,0.6221,13.5789,0.3139,0.3139,0.5037,2847.0,0.6336,2.2167,9.1827,5.66,-0.028,72.1001,217.2306,-0.0008,0.9019,0.0577,614.8727,3.2602,0.0154,0.0,1.5984,0.0498,66.9385,0.0,0.0,0.0148,13.63,15.6711,0.1095,0.383,0.9725,-1.0
0.0182,-0.0145,29.6041,-4.4882,-2.364,0.0783,4.3327,66.9333,15.58,24.4882,-0.0005,15.58,3.1425,991.5921,2.9,0.9279,0.0231,5.9977,21.5,0.8588,1.39,31.4693,0.0001,18.3,0.807,3.1594,23.5421,10.58,7.1898,18.1,5.7942,15.57,5.1595,86.2183,0.0221,5.0933,7.26,0.048,9.2702,4.3095,11.1082,149.6682,4.4504,5.6779,0.0281,6.45,33.331,32.5465,3.012,4.6774,0.365,37.815,2.745,0.0,0.0,0.0684,-5621.5,1.9491,0.0037,0.4107,17.4432,0.2086,0.2086,0.5199,2854.0,0.4239,3.4378,8.6456,10.58,-0.0056,54.8999,82.7098,-0.0004,0.8594,0.0335,625.3982,2.4116,0.0174,0.0,3.1425,0.0608,47.2806,0.0,0.0,0.0158,21.5,13.2085,0.0573,0.208,1.2403,-1.0
0.0158,-0.0121,48.1328,1.4409,0.0,0.0608,4.3056,72.0,15.7,18.5591,0.0,15.76,1.6376,1001.4682,3.1,0.9337,-0.0191,14.5185,16.85,1.0654,0.9838,24.0913,0.0001,15.12,0.8253,4.0675,29.206,5.07,8.9466,17.03,5.464,15.79,4.3083,87.0785,0.0274,4.8353,16.04,0.0631,6.5091,5.942,12.3423,147.5927,4.6824,5.6388,0.0232,8.77,29.182,22.3245,3.082,4.1945,0.4464,41.2989,2.789,819.2,0.0,0.0549,-5596.25,2.7457,0.0054,0.7743,22.8636,0.3935,0.3935,0.4949,2842.0,0.8001,3.8291,9.6555,5.07,-0.0163,52.7,314.1463,-0.0004,0.9157,0.0279,609.0227,2.3615,0.0165,0.0,1.6376,0.0535,61.4064,0.0,0.0,0.0132,23.32,10.101,0.2429,0.892,0.9305,-1.0
0.0203,-0.0094,45.7447,-0.0509,-3.779,0.0688,3.9167,71.4889,15.75,20.0509,0.0003,15.78,1.325,1003.8606,2.8,0.9337,-0.012,12.9183,18.63,0.8623,1.447,22.2906,0.0,17.87,0.7948,4.0177,29.066,4.71,8.9985,18.44,5.371,15.77,5.0711,87.0545,0.0332,5.2404,14.46,0.0718,8.7598,3.5047,14.7923,148.6564,4.6824,5.8793,0.0269,5.21,30.784,27.2235,2.959,4.4215,0.4464,34.7449,2.858,0.0,856.1404,0.0655,-5650.5,1.6441,0.0076,0.6584,22.8636,0.3334,0.3335,0.4913,2842.0,0.6756,4.0752,9.3499,4.71,0.0316,58.0999,95.5747,-0.0007,0.9143,0.053,612.9818,2.6174,0.019,0.0,1.325,0.0749,68.6772,0.0,0.0,0.0166,24.98,10.5679,0.3161,1.153,1.3248,-1.0
0.028,-0.0098,38.6768,1.7318,-3.543,0.1013,2.198,68.2444,15.65,18.2682,-0.0002,15.74,1.6959,1001.1729,1.5,0.9311,-0.0197,5.7601,10.54,0.4927,1.735,36.9884,0.0,22.14,0.6304,3.4574,24.893,5.78,7.068,24.38,7.3335,15.79,6.3804,86.33,0.0155,6.9688,6.71,0.037,7.5646,3.7079,6.8102,151.57,4.6263,6.4481,0.0164,5.62,25.927,23.8107,5.675,3.7242,0.2679,39.171,2.411,523.871,0.0,0.0363,-5295.0,2.1321,0.005,0.423,13.1553,0.2238,0.2238,0.8757,2847.0,0.4753,2.7477,8.777,5.78,-0.0319,46.8,163.5181,0.0003,0.861,-0.0195,615.0618,2.1345,0.0163,0.0,1.6959,0.0334,63.0962,0.0,0.0,0.009,16.9,5.9534,0.0856,0.248,1.001,-1.0
0.0247,-0.013,45.4721,-0.2436,0.0,0.094,5.2262,72.7111,15.7,20.2436,-0.0002,15.76,1.3028,1001.4682,3.8,0.9325,-0.0115,11.5169,16.98,1.2424,0.9838,49.7102,0.0001,15.34,0.8253,4.0577,29.629,4.37,8.8999,19.52,5.3134,15.79,4.3609,86.9208,0.0108,5.5384,13.41,0.0262,8.4638,6.4864,13.2173,151.3927,4.7143,4.8257,0.0214,9.82,30.917,27.8252,3.082,4.4018,0.3046,41.2989,2.789,0.0,0.0,0.0478,-5344.25,3.151,0.0063,0.7163,15.7989,0.3598,0.3598,0.4949,2849.0,0.723,2.7405,8.5331,4.37,0.011,58.0999,0.0,0.0,0.9064,-0.0009,619.5882,2.6174,0.0152,0.0,1.3028,0.0308,55.1761,0.0,0.0,0.0109,16.98,10.101,0.2975,1.036,1.3397,-1.0
0.0234,-0.0116,37.149,0.38,0.0,0.0785,2.8617,76.8778,15.66,19.62,-0.0002,15.71,0.9375,996.6433,2.2,0.9346,0.0056,6.1705,13.83,0.7276,1.867,24.6531,-0.0001,17.07,0.6029,3.6508,26.463,2.73,8.4049,15.28,5.039,15.75,4.8724,87.1218,0.0203,4.344,7.0,0.0438,12.9654,8.6495,18.6082,147.1755,4.6805,5.4299,0.0189,12.73,27.728,29.6983,5.76,3.9888,0.4006,40.3,2.407,0.0,0.0,0.0368,-5412.25,3.631,0.0038,0.6787,17.8615,0.3428,0.3427,0.8899,2842.0,0.6924,2.2637,7.9251,2.73,0.006,45.3,309.0573,0.0007,0.9254,-0.0502,610.9591,2.035,0.0191,0.0,0.9375,0.0503,81.3321,0.0,0.0,0.0122,13.83,15.8181,0.0619,0.175,1.3441,-1.0
0.0229,-0.0126,62.0278,-2.1409,-3.779,0.0851,3.0832,68.1111,15.75,22.1409,-0.0001,15.78,2.0419,1003.8606,2.1,0.931,-0.0225,15.7162,14.37,0.7474,1.447,28.5461,0.0001,16.42,0.7948,4.3047,31.593,7.37,9.1318,21.47,6.5589,15.77,4.6659,86.3766,0.0266,6.1143,18.68,0.0589,6.4817,4.4298,10.0196,149.4418,4.7091,5.9426,0.018,6.62,31.057,27.9241,2.959,4.399,0.3001,34.7449,2.858,0.0,0.0,0.0421,-5336.75,2.0725,0.0042,0.5637,13.4487,0.2857,0.2856,0.4913,2854.0,0.5791,3.3762,10.8288,7.37,0.0256,59.2,473.4513,-0.0004,0.8499,0.0326,620.2182,2.6805,0.0166,0.0,2.0419,0.0409,65.3221,0.0,0.0,0.0104,20.94,10.5679,0.2568,0.972,1.0939,-1.0
0.1015,-0.0125,29.6,-2.0655,-3.119,0.4379,3.6156,71.9111,15.93,22.0655,0.0,16.0,1.3488,1020.9944,2.6,0.9302,0.0023,9.2131,15.88,1.0994,1.078,43.3093,0.0001,16.22,0.8307,4.1635,30.558,4.36,9.4324,11.28,3.6378,16.04,4.5869,87.0545,0.0298,3.1921,10.83,0.063,7.1712,3.8622,9.4297,149.6573,4.5586,6.1789,0.0203,5.78,33.642,27.4762,2.956,4.7619,0.4584,43.3282,2.852,0.0,0.0,0.0473,-5407.5,1.9484,0.0027,0.6584,24.3541,0.3334,0.3335,0.491,2858.0,0.6756,4.1493,9.6518,4.36,0.0237,67.6001,192.4269,-0.0005,0.9006,0.0344,620.8227,3.0725,0.0176,0.0,1.3488,0.05,73.2515,0.0,0.0,0.0128,25.76,13.6825,0.1095,0.309,0.9261,-1.0
0.0199,-0.0185,42.7316,-4.3955,-3.119,0.0802,6.2155,72.4,15.93,24.3955,-0.0009,16.0,1.5042,1020.9944,4.5,0.9316,-0.0343,16.454,14.11,1.423,1.078,29.1808,0.0,18.16,0.8307,4.1403,30.053,5.36,9.101,15.92,4.8406,16.04,5.1754,86.8485,0.0213,4.5356,18.35,0.0447,8.0093,5.4073,11.7075,150.3536,4.7136,5.9108,0.0351,8.13,29.184,29.3585,2.956,4.19,0.357,43.3282,2.852,371.9689,350.8772,0.0845,-5535.5,2.6148,0.0059,0.5521,18.3953,0.2769,0.2769,0.491,2844.0,0.5555,3.4581,10.3673,5.36,-0.0122,57.4001,165.6293,0.0007,0.8933,-0.053,612.7691,2.6734,0.0179,0.0,1.5042,0.0393,57.396,0.0,0.0,0.0123,21.19,13.6825,0.1757,0.675,0.8569,-1.0
0.0195,-0.009862996742671009,54.86369335504886,-1.9291,-2.364,0.0769,3.6982,67.6,15.57,21.9291,-2.1358589157413456e-05,15.6,1.2537,989.4811,2.5,0.9148,-0.0258,9.1036,12.87,0.7937,1.749,16.9421,5.911169170476814e-05,20.19,0.7865,2.5922,19.238,4.92,4.9913,21.89,6.2695,15.67,5.5447,86.4854,0.0228,5.951,9.94,0.0491,9.5635,4.0911,19.7446,150.0809,4.5324,5.6309,0.0193,6.14,16.817,29.6803,2.897,2.3604,0.2234,35.6026,2.846,262.3830626058632,276.67754456026057,0.0431,-5490.25,2.0412,0.005164039087947883,0.7097,11.28,0.359,0.3589,0.5037,2898.0,0.7263,2.0645,7.7265,4.92,0.0008611365120836047,70.3,422.5901,-1.4267100977198698e-05,0.9626,0.001389875898105813,623.4027,3.1473,0.0171,0.0,1.2537,0.0439,42.913,0.0,0.0,0.0122,12.87,15.6711,0.1184,0.421,1.3935,-1.0
0.0205,-0.013,30.7988,-4.6591,-2.364,0.089,7.2494,74.4889,15.58,24.6591,-0.0003,15.58,2.3814,991.5921,5.4,0.9304,0.0246,14.9196,22.55,1.723,1.39,33.3189,0.0,16.8,0.807,4.1667,30.572,9.21,9.2776,21.52,6.3735,15.57,4.7564,86.9977,0.0566,6.0919,17.19,0.1215,9.0863,5.8666,16.5346,146.7627,4.6512,5.2265,0.0079,8.61,28.883,32.7382,3.012,4.1204,0.1878,37.815,2.745,565.9259,254.5455,0.0164,-5358.5,2.3036,0.0055,0.7532,8.6853,0.3783,0.3783,0.5199,2851.0,0.76,3.6655,9.6316,9.21,0.0274,52.7,80.2339,0.0011,0.9115,-0.0818,615.1909,2.3615,0.0149,0.0,2.3814,0.0538,48.1826,0.0,0.0,0.016,22.55,13.2085,0.3163,1.134,1.2804,-1.0
0.0238,-0.0112,41.9175,-0.5327,0.0,0.075,4.6786,70.5333,15.7,20.5327,-0.0002,15.76,3.0574,1001.4682,3.3,0.9314,0.0037,19.0569,16.88,1.0025,0.9838,33.0534,0.0,16.3,0.8253,4.1481,30.424,11.3,9.282,16.85,5.115,15.79,4.6337,87.0853,0.0034,4.7816,22.65,0.0075,2.9146,6.4537,17.0963,143.7936,4.659,5.3243,0.025,9.28,32.193,29.4663,3.082,4.573,2.1967,41.2989,2.789,0.0,0.0,0.0579,-5479.25,2.9847,0.0025,0.4154,96.9601,0.2403,0.2403,0.4949,2855.0,0.5701,2.7473,10.9876,11.3,0.0372,57.0999,189.2588,-0.0003,0.9191,0.0242,614.4182,2.6329,0.0125,0.0,3.0574,0.0712,84.2987,0.0,0.0,0.016,16.88,10.101,0.2522,0.993,1.2911,-1.0
0.0269,-0.0133,39.9247,-1.0827,-3.779,0.1007,4.8843,69.6111,15.75,21.0827,-0.0004,15.78,3.6172,1003.8606,3.4,0.9311,0.0078,7.8359,20.02,0.913,1.447,22.5206,0.0,20.75,0.7948,3.4559,24.913,12.49,6.9988,18.97,6.9613,15.77,5.974,86.3084,0.0082,5.4243,8.98,0.0165,11.2858,5.5896,12.4175,148.49,4.6263,6.2487,0.0135,8.3,35.033,27.9067,2.959,5.0555,0.2454,34.7449,2.858,0.0,0.0,0.0308,-5278.0,2.3957,0.0035,0.5546,12.3064,0.2808,0.2808,0.4913,2847.0,0.5688,3.8039,9.3603,12.49,0.0192,67.6001,454.7219,0.0,0.8838,0.0037,610.4318,3.0725,0.018,0.0,3.6172,0.0438,91.5662,0.0,0.0,0.0139,23.22,10.5679,0.1057,0.352,0.9897,-1.0
0.0178,-0.0179,22.9531,-0.3727,-3.779,0.0734,3.2614,73.5889,15.75,20.3727,-0.0007,15.78,2.6074,1003.8606,2.4,0.9349,0.0174,7.782,16.2,0.8667,1.447,21.3231,-0.0001,19.5,0.7948,3.8733,28.057,9.48,8.7409,19.17,6.2445,15.77,5.5595,87.024,0.0083,5.4558,8.8,0.0184,7.9309,6.8759,9.3531,151.8336,4.6808,5.8663,0.0112,10.44,34.913,25.8899,2.959,4.9984,0.2282,34.7449,2.858,459.1065,46.3476,0.0251,-5611.75,3.3269,0.0049,0.821,9.8735,0.4131,0.4131,0.4913,2843.0,0.8315,3.0471,9.6169,9.48,-0.1651,49.2,307.3232,0.005,0.9269,-0.3692,615.6636,2.209,0.0169,0.0,2.6074,0.0501,50.9904,0.0,0.0,0.0138,18.76,10.5679,0.095,0.352,1.1323,-1.0
0.0201,-0.0131,34.2531,-1.0473,0.0,0.0745,2.8007,71.4111,15.7,21.0473,0.0001,15.76,1.2758,1001.4682,2.0,0.9325,-0.0486,8.7669,18.64,0.7288,0.9838,47.7962,0.0001,14.78,0.8253,4.0783,29.807,3.71,9.1989,17.09,5.1909,15.79,4.2034,87.4694,0.026,4.8628,10.21,0.0555,10.6305,4.6312,11.2955,150.9336,4.7143,5.2672,0.037,6.99,29.493,28.2938,3.082,4.1979,0.3001,41.2989,2.789,0.0,0.0,0.0862,-5320.0,2.2744,0.0047,0.6221,13.4487,0.3139,0.3139,0.4949,2849.0,0.6336,3.0113,8.7865,3.71,-0.111,57.4001,181.086,-0.0001,0.8518,0.0065,619.0118,2.6734,0.015,0.0,1.2758,0.0364,109.6566,0.0,0.0,0.0101,18.64,10.101,0.175,0.69,1.3414,-1.0
0.013,-0.0139,30.2976,0.9736,-2.364,0.0556,5.7789,72.6778,15.57,19.0264,-0.0001,15.6,1.5915,989.4811,4.2,0.9337,-0.0126,16.2423,14.86,1.3302,1.749,24.2224,0.0001,19.23,0.7865,4.0859,29.162,5.02,8.6851,14.99,5.187,15.67,5.4808,86.8485,0.0254,4.2572,17.26,0.0486,9.6116,5.374,11.3003,149.9827,4.6824,6.2383,0.0108,8.06,30.795,22.9832,2.897,4.4582,0.206,35.6026,2.846,873.3624,942.8571,0.0211,-5511.5,2.8289,0.0039,0.5521,9.6779,0.2769,0.2769,0.5037,2842.0,0.5555,3.7374,10.1727,5.02,-0.0645,52.7,146.8133,-0.0003,0.9022,0.026,607.11,2.3615,0.0183,0.0,1.5915,0.0493,49.6586,0.0,0.0,0.0142,22.69,15.6711,0.2296,0.848,0.9434,-1.0
0.0236,-0.0147,19.0476,-3.9509,-3.119,0.0906,2.3252,73.1111,15.93,23.9509,0.0002,16.0,1.977,1020.9944,1.7,0.9298,-0.0167,10.3231,19.87,0.5159,1.078,21.0376,0.0,16.29,0.8307,4.1731,30.459,5.11,9.1674,19.27,5.7221,16.04,4.6254,87.1288,0.0274,5.4857,11.78,0.0652,7.0696,4.1335,14.05,148.5436,4.7267,5.2943,0.0259,6.14,32.881,31.7775,2.956,4.71,0.2454,43.3282,2.852,196.0784,408.5106,0.0574,-5535.0,2.0521,0.003,0.5877,12.3064,0.2978,0.2978,0.491,2853.0,0.6038,3.2317,9.1135,5.11,-0.0132,52.7,158.0379,0.0012,0.9318,-0.0874,614.8418,2.3615,0.0126,0.0,1.977,0.037,51.3322,0.0,0.0,0.0108,19.87,13.6825,0.2193,0.765,1.3025,-1.0
0.0221,-0.0139,38.9189,1.0027,0.0,0.0706,6.2298,72.2333,15.7,18.9973,-0.0002,15.76,1.9513,1001.4682,4.5,0.9302,-0.0184,12.194,16.2,1.5668,0.9838,28.1081,0.0001,18.03,0.8253,4.5881,33.549,6.4,10.3712,15.19,4.6087,15.79,5.1134,86.81,0.0249,4.3323,14.33,0.0505,9.1637,7.1443,13.4251,145.57,4.5586,5.4039,0.0091,10.4,40.103,26.4132,3.082,5.69,0.3364,41.2989,2.789,705.0847,986.6667,0.0199,-5477.0,2.7473,0.0039,0.6084,16.2693,0.3052,0.3052,0.4949,2858.0,0.6124,3.6512,9.8985,6.4,-0.0155,59.2,436.2667,-0.0004,0.8223,0.0279,615.69,2.6805,0.0125,0.0,1.9513,0.0462,65.3446,0.0,0.0,0.0132,22.48,10.101,0.1339,0.524,0.9429,1.0
0.0245,-0.0093,58.9023,2.8109,0.0,0.0919,6.894,73.9778,15.7,17.1891,0.0005,15.76,1.3086,1001.4682,5.1,0.9319,-0.0135,6.6721,18.11,1.5975,0.9838,31.3174,0.0,22.23,0.8253,3.601,25.873,4.52,7.2259,18.31,6.1564,15.79,6.4181,86.81,0.0109,5.2782,7.73,0.0254,8.5389,5.9339,10.9182,148.3,4.6326,6.6779,0.0249,8.8,26.269,22.2064,3.082,3.7727,0.2467,41.2989,2.789,0.0,0.0,0.0581,-5408.75,2.5551,0.008,0.6084,12.6982,0.3052,0.3052,0.4949,2842.0,0.6124,2.9663,9.565,4.52,-0.0122,67.6001,0.0,-0.0004,0.8065,0.0316,610.5218,3.0725,0.0177,0.0,1.3086,0.0523,70.1378,0.0,0.0,0.0166,18.11,10.101,0.083,0.307,1.3074,-1.0
0.0165,-0.0151,39.6694,-3.6145,-3.779,0.0576,2.4306,74.0556,15.75,23.6145,-0.0004,15.78,3.4082,1003.8606,1.8,0.9284,-0.0012,7.8327,12.01,0.5434,1.447,45.4183,0.0001,18.85,0.7948,2.914,21.585,11.63,7.103,16.54,4.8866,15.77,5.304,86.976,0.0097,4.6938,9.49,0.022,8.6425,3.0022,6.9536,149.8918,4.4779,5.6195,0.0238,4.5,37.002,28.9017,2.959,5.1981,0.2454,34.7449,2.858,0.0,0.0,0.055,-5699.25,1.5874,0.0033,0.8155,12.3064,0.4146,0.4146,0.4913,2853.0,0.8434,3.8056,8.6433,11.63,-0.0148,57.4001,727.0888,0.0005,0.8958,-0.0372,626.4436,2.6734,0.012,0.0,3.4082,0.039,50.8768,0.0,0.0,0.0103,23.84,10.5679,0.1164,0.445,0.8794,-1.0
0.0237,-0.0121,71.6787,-5.76,-3.119,0.0763,1.7792,67.4444,15.93,25.76,-0.0001,16.0,2.3338,1020.9944,1.2,0.931,-0.0418,11.9941,23.51,0.4126,1.078,64.1753,0.0001,13.58,0.8307,4.4665,32.778,6.51,9.8521,15.64,4.741,16.04,3.8418,86.9287,0.0144,4.4662,13.81,0.0339,7.2461,3.5226,13.2591,147.3345,4.7091,4.8198,0.0215,5.19,36.456,31.5295,2.956,5.1907,0.4025,43.3282,2.852,246.832,577.0492,0.0449,-5301.75,1.6535,0.0034,0.6548,16.7005,0.3334,0.3334,0.491,2854.0,0.6793,3.8168,9.2628,6.51,-0.0193,57.4001,105.8777,0.0008,0.8617,-0.0567,615.9573,2.6734,0.0135,0.0,2.3338,0.035,50.5238,0.0,0.0,0.0093,23.51,13.6825,0.1763,0.619,1.1577,-1.0
0.0178,-0.0069,62.4319,-1.6109,-1.939,0.0568,4.4662,73.8889,15.69,21.6109,0.0007,15.74,2.8236,996.0538,3.3,0.9289,-0.0073,20.0186,17.1,1.0529,0.9649,27.7431,0.0001,21.06,0.8568,4.7428,34.779,10.45,9.7544,18.03,5.6492,15.79,5.9808,86.8072,0.0183,5.1779,24.09,0.0428,8.8015,5.824,10.8825,146.9773,4.4994,6.609,0.0289,8.56,33.446,25.3309,2.788,4.7242,0.1986,36.4259,2.768,615.0852,0.0,0.0625,-5377.75,2.7454,0.0047,0.7201,9.363,0.365,0.365,0.4466,2835.0,0.7402,3.9423,12.1375,10.45,-0.0565,74.9001,402.0371,-0.0003,0.8341,0.0223,619.4427,3.438,0.013,0.0,2.8236,0.0489,43.7769,0.0,0.0,0.0126,24.42,9.0633,0.2356,0.746,0.956,-1.0
0.0264,-0.0131,49.7132,2.32,-2.93,0.0834,5.0898,66.8,15.76,17.68,-0.0002,15.83,1.7494,999.8622,3.4,0.9365,-0.0127,6.5382,19.61,1.0607,1.026,41.0548,0.0,14.53,0.8145,4.0137,29.072,6.46,9.2089,21.35,6.9572,15.84,4.1683,86.3742,0.0177,6.0846,7.66,0.0395,9.983,4.7428,12.8173,143.5855,4.724,4.878,0.0181,6.81,31.564,25.6635,3.265,4.5178,0.3038,38.7063,2.856,663.6364,0.0,0.04,-5228.25,1.7957,0.0021,0.6095,12.6524,0.3081,0.3081,0.5581,2836.0,0.6231,3.2183,8.5803,6.46,0.0022,50.5,423.7954,0.0004,0.8303,-0.0279,609.3291,2.2919,0.0132,0.0,1.7494,0.0326,55.2038,0.0,0.0,0.0098,19.61,9.64,0.1053,0.363,1.1841,-1.0
0.0173,-0.009,18.8889,-1.2491,-2.553,0.0665,4.0365,74.3222,15.75,21.2491,-0.0005,15.78,2.1044,999.9961,3.0,0.9243,0.0204,9.0124,23.84,0.9795,0.9413,28.6565,0.0,19.85,0.8443,4.3184,31.5099,7.49,9.4901,20.86,6.2034,15.8,5.5375,86.8072,0.0287,5.7783,9.69,0.0656,8.2367,3.8315,16.1591,148.7664,4.7045,6.3362,0.0337,5.7,35.473,27.527,2.96,5.0521,0.2588,38.6652,2.924,0.0,0.0,0.0746,-5234.25,1.6323,0.0042,0.7201,12.2751,0.365,0.365,0.5132,2860.0,0.7402,3.878,9.9018,7.49,0.0138,69.8,206.0766,0.0003,0.9191,-0.0186,614.7491,3.2041,0.0178,0.0,2.1044,0.104,73.0873,0.0,0.0,0.0257,23.84,7.6943,0.1035,0.33,1.3846,-1.0
