Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319,Good/Bad
0.9338,1000.9047,0.0029,7.178,0.144,0.0032,-0.1227,0.058,0.1188,3.6891,1.0
0.9265,1002.4074,-0.0453,5.0678,0.109,0.0018,0.0456,0.0501,0.1803,3.5862,-1.0
0.9243,996.2163,0.0114,5.1418,0.155,0.003,0.0312,0.0437,0.1527,2.8201,-1.0
0.9276,1000.9047,-0.0291,5.0377,0.145,0.0032,-0.05,0.0769,0.2787,2.9159,-1.0
0.9337,1010.787,0.0151,7.2862,0.172,0.0044,0.1114,-0.1052,0.1932,2.3029,-1.0
0.9276,1010.787,-0.0212,7.1935,0.104,0.0033,-0.0798,-0.0903,0.2787,2.74,-1.0
0.9337,997.4462,0.0113,7.268,0.112,0.0063,-0.0358,0.0725,0.1629,2.2852,-1.0
0.9289,1010.787,-0.0086,7.3,0.154,0.0043,-0.1573,0.0093,0.855,3.8059,-1.0
0.9251,1009.9188,-0.0031,5.1405,0.103,0.0026,0.0217,0.0544,0.1803,3.6319,-1.0
0.9289,1010.787,0.0131,5.217,0.132,0.0032,0.0724,0.0041,0.2514,3.8633,-1.0
0.9314,1000.9047,0.0098,7.3055,0.132,0.0019,-0.0459,0.0583,0.1132,5.8689,-1.0
0.9367,1010.787,-0.0034,7.3412,0.056,0.0038,0.0724,-0.0878,0.1964,2.0917,-1.0
0.9236,1010.787,-0.0235,7.301,0.105,0.0034,0.0923,-0.1055,0.1629,3.3642,-1.0
0.9261,1009.9188,-0.0146,7.2685,0.248,0.0021,0.0359,0.0374,0.3236,3.4726,1.0
0.9314,1009.9188,-0.0152,5.0698,0.15,0.0021,-0.0966,0.023,0.2514,5.8243,-1.0
0.9327,996.2163,0.0107,4.973,0.103,0.0035,-0.0328,0.1108,0.1169,2.1581,-1.0
0.927,997.8064,0.0102,7.3825,0.048,0.0011,0.0283,-0.0809,0.1508,3.190342578125,-1.0
0.9248,1010.787,-0.0087,4.8762,0.055,0.0022,-0.0636,-0.0031,0.8384,3.4824,-1.0
0.9236,997.8064,-0.0034,5.063,0.15,0.0021,-0.0618,-0.0732,0.1628,3.3214,-1.0
0.9265,1009.9188,0.0204,7.2027,0.08,0.0027,0.0306,-0.0058,0.2514,3.2188,-1.0
0.9244,1009.9188,-0.0047,7.3355,0.149,0.0026,0.0612,-0.0067,0.2977,3.1071,-1.0
0.9236,1001.3796,-0.0349,5.0173,0.101,0.0019,-0.0827,-0.0883,0.1628,3.6336,-1.0
0.9332,997.8064,0.0087,7.3532,0.207,0.0019,-0.04,-0.0129,0.3236,2.1535,-1.0
0.9247,1009.9188,0.0083,7.3555,0.173,0.0021,0.0134,0.0065,0.1527,3.1566,1.0
0.9361,1001.3796,0.0124,5.1195,0.124,0.0019,0.0223,-0.1011,0.113,1.9452,-1.0
0.9361,1001.3796,-0.02,7.3182,0.103,0.0024,-0.0383,-0.1014,0.244,2.2848,-1.0
0.9254,1009.9188,-0.0163,7.2492,0.158,0.0034,0.0242,0.0052,0.855,4.0387,-1.0
0.9289,1010.787,-0.0071,7.231,0.094,0.0022,-0.2365,0.0002,0.8121,3.8116,-1.0
0.9313,1001.3796,-0.0248,7.3138,0.238,0.0024,-0.054,-0.1137,0.846,5.3185,-1.0
0.9237,997.8064,-0.004,5.0397,0.084,0.0056,0.1075,-0.0199,0.1527,3.9549,-1.0
0.9263,1009.9188,0.0087,5.0187,0.108,0.0046,-0.0741,0.0178,0.8375,3.4511,-1.0
0.9302,1001.3796,0.0165,5.1135,0.131,0.002,-0.0242,-0.0078,0.8872,2.3552,-1.0
0.9313,997.8064,0.0172,5.1383,0.143,0.0033,-0.132,-0.0955,0.329,5.8726,-1.0
0.9308,1001.3796,-0.0375,5.2142,0.118,0.0021,0.0035,-0.1076,0.1641,5.4443,-1.0
0.9257,997.8064,-0.0048,7.3115,0.126,0.0018,0.014,-0.0896,0.1645,3.7332,-1.0
0.9215,998.6109,-0.0158,7.3152,0.119,0.0029,-0.0164,-0.0122,0.098,1.6683,-1.0
0.9288706457925635,986.0991,0.0263,7.4093,0.082,0.0,0.0,0.0147,0.203,2.4195,1.0
0.9252,1010.6921,0.0038,7.2903,0.096,0.0,0.0,-0.0023,0.1184,1.6543,-1.0
0.9215,1010.6921,-0.0073,7.2818,0.158,0.0,0.0,-0.0077,0.172,1.4964,-1.0
0.9256,1010.6921,0.0096,5.313,0.047,0.0035,0.0323,-0.0005,0.1852,2.4485,-1.0
0.9314,1010.6921,0.0035,7.205,0.11,0.0027,0.0113,-0.0141,0.2198,1.5397,-1.0
0.9258,998.0122,0.0091,7.3102,0.171,0.003,-0.0869,0.0162,0.2923,1.3705,-1.0
0.9272,1010.6921,0.0055,7.3108,0.151,0.0,0.0,-0.0162,0.2365,1.6825,-1.0
0.9314,998.0122,0.0216,7.2325,0.107,0.0033,0.0416,0.0193,0.2198,1.5877,-1.0
0.9329,998.0122,0.0108,5.095,0.053,0.0,0.0,-0.0087,0.1522,5.5502,-1.0
0.9272,998.0122,0.0094,7.214,0.176,0.0018,0.0354,-0.0007,0.1184,1.4654,-1.0
0.9242,998.0122,-0.0049,7.2882,0.079,0.0018,0.0778,-0.0164,0.1703,1.3491,-1.0
0.9293,998.0122,0.0039,7.336,0.087,0.0025,-0.0375,0.0061,0.8804,1.1789,-1.0
0.9252,998.0122,0.0267,7.2383,0.067,0.0,0.0,-0.0424,0.1703,1.7254,-1.0
0.9353,1010.6921,0.0047,7.3502,0.189,0.0,0.0,0.0053,0.2217,2.5036,-1.0
0.9327,999.3366,0.0148,7.175,0.174,0.0,0.0,-0.0043,0.2008,5.47,-1.0
0.9272,997.3981,0.0135,7.3615,0.112,0.0,0.0,-0.0307,0.8804,1.3254,-1.0
0.9256,1001.2349,0.0162,7.3445,0.164,0.0036,-0.033,0.0323,0.292,1.8316,-1.0
0.9256,1000.9221,0.0003,7.2153,0.133,0.0029,0.0843,0.0132,0.2154,2.6169,-1.0
0.9256,1000.9221,-0.0018,7.2912,0.119,0.0029,0.0986,-0.0287,0.1757,2.8631,-1.0
0.9307,1000.6822,0.0252,7.2557,0.102,0.0023,0.0219,-0.0298,0.1757,1.3433,-1.0
0.9314,1000.6822,-0.0056,7.2162,0.149,0.0021,0.1279,-0.0298,0.2379,2.2219,-1.0
0.9329,1000.4791,0.0265,7.3308,0.154,0.0,0.0,0.0196,0.1703,5.5822,-1.0
0.9314,1000.6822,0.0181,7.2477,0.218,0.003,0.0534,-0.0072,0.3927,1.2804,-1.0
0.935,998.0122,0.0203,5.099,0.082,0.0,0.0,0.0014,0.1522,2.5208,-1.0
0.9215,1000.4791,0.0047,7.3075,0.16,0.0,0.0,0.0003,0.1184,1.2715,-1.0
0.9314,998.0122,0.0134,5.201,0.117,0.0271,-0.0271,0.0287,0.1641,5.482,-1.0
0.9255,1001.2349,0.0016,5.179,0.074,0.0028,0.0365,0.0061,0.1852,1.6203,-1.0
0.9322,1002.4306,0.0188,7.2647,0.18,0.0023,0.0666,0.048,0.1672,5.1549,-1.0
0.9322,1002.4306,0.0233,7.3077,0.156,0.0,0.0,0.033,0.1672,5.1981,-1.0
0.9353,1002.4306,-0.0381,7.3708,0.092,0.0,0.0,0.0222,0.8804,2.6326,-1.0
0.9306,1002.4306,-0.0034,7.2963,0.121,0.0033,-0.099,0.0262,0.2291,6.3609,-1.0
0.9319,1002.4306,-0.0051,7.2157,0.216,0.0,0.0,0.0409,0.1672,5.1259,-1.0
0.933,1015.5056,-0.0064,7.348,0.024,0.0035,0.0416,0.0416,0.2626,2.0435,-1.0
0.9335,1002.4306,-0.0069,7.2932,0.091,0.0022,-0.0099,0.0014,0.098,2.2929,-1.0
0.9216,1010.0522,-0.0133,7.2615,0.157,0.0033,-0.0965,0.0494,0.1796,1.4324,-1.0
0.9263,1015.5056,-0.0379,7.3475,0.021,0.0035,0.0373,0.0449,0.9563,1.5726,-1.0
0.9345,1014.9933,-0.0369,7.2265,0.068,0.0045,-0.136,0.0418,0.3985,2.2884,-1.0
0.9224,1010.0522,-0.0228,7.2027,0.177,0.0027,-0.0148,0.0331,0.2923,2.0322,-1.0
0.9314,1015.5056,-0.0236,7.244,0.156,0.0039,0.0493,0.0196,0.2379,1.4245,-1.0
0.9327,1015.5056,-0.0155,7.355,0.04,0.0024,-0.0078,0.0517,0.9369,5.2843,-1.0
0.9314,1015.5056,-0.0042,7.2228,0.232,0.0017,0.1579,0.0519,0.15,1.9829,1.0
0.9304,1010.0522,-0.0106,7.226,0.081,0.0022,0.0999,0.032,0.192,1.2757,-1.0
0.9311,1015.5056,-0.018,7.35,0.117,0.0039,-0.06,0.0341,0.3508,2.0421,-1.0
0.9314,1017.0267,-0.0152,7.1795,0.188,0.0029,-0.0103,0.0286,0.2379,1.5772,-1.0
0.9376,1010.0522,0.011,5.0615,0.044,0.0024,-0.0421,0.02,0.2193,1.7831,-1.0
0.9298,1017.0267,-0.0198,7.308,0.067,0.0033,0.029,-0.0007,0.3303,1.6164,-1.0
0.9311,1013.6911,-0.0062,7.2778,0.131,0.0024,0.0412,-0.0038,0.2923,1.9919,-1.0
0.9345,1017.0267,-0.0199,7.1785,0.11,0.0334,0.2934,0.0064,0.2154,1.4999,-1.0
0.9311,1017.0267,-0.0106,7.1732,0.132,0.0043,0.0073,-0.0274,0.2923,2.153,-1.0
0.9376,1013.6911,0.0214,7.2175,0.161,0.0036,0.0937,-0.0096,0.3007,2.6388,-1.0
0.9277,1017.0267,-0.0177,7.1498,0.14,0.0027,0.2136,-0.0027,0.2154,3.7415,-1.0
0.9345,1017.0267,-0.0146,7.3647,0.119,0.0031,0.0563,-0.0019,0.1838,1.0909,-1.0
0.9279,1011.5767,-0.0144,7.2417,0.192,0.0029,-0.03,-0.0059,0.4231,4.1355,-1.0
0.927,1013.6911,-0.0015,7.2968,0.056,0.0044,-0.0658,-0.0104,0.0399,2.2981,-1.0
0.9348,1007.2099,0.0,7.3805,0.135,0.0041,-0.081,-0.0199,0.3985,1.9672,-1.0
0.9298,1011.8444,-0.0305,7.26,0.156,0.0027,0.0792,-0.0141,0.3303,1.4537,-1.0
0.9348,1007.2099,-0.0218,7.3512,0.062,0.0041,0.0239,-0.0265,0.3985,2.3311,-1.0
0.9315,1007.2099,0.0056,7.2918,0.182,0.0015,-0.0457,-0.0187,0.3007,2.2403,-1.0
0.9314,1004.78,-0.0384,7.3548,0.131,0.005,-0.1249,-0.021,0.8123,4.6656,-1.0
0.9314,1004.78,-0.0161,7.3007,0.082,0.0039,-0.3714,-0.0262,0.7497,4.4622,-1.0
0.9255,1012.2367,-0.0118,7.3557,0.059,0.0,0.0,-0.0195,0.1809,1.8665,-1.0
0.932,1009.8612,-0.0075,7.3418,0.141,0.0024,0.0157,0.0302,0.413,2.2801,-1.0
0.9376,1012.2367,-0.0395,7.3513,0.16,0.0022,-0.0375,-0.0227,0.292,2.2933,-1.0
0.9297,1011.8444,-0.0449,7.306,0.148,0.0019,-0.0268,-0.0409,0.1838,4.6073,-1.0
0.9315,1011.8444,0.0114,7.2447,0.139,0.007,-0.0334,-0.0355,0.3303,1.563,-1.0
0.9252,1011.8444,0.0059,7.389,0.122,0.0028,0.0523,-0.0258,0.8804,1.5885,-1.0
0.9256,1007.2099,0.0229,7.2588,0.18,0.0038,0.0193,-0.0276,0.292,1.7735,-1.0
0.932,1007.2099,0.0023,7.2937,0.172,0.003,-0.0954,-0.0108,0.1838,1.7291,-1.0
0.927,1011.5767,-0.0073,7.296,0.061,0.0049,0.0049,-0.0202,0.15,2.2963,-1.0
0.9345,1009.36,-0.0114,7.2782,0.21,0.0036,-0.2033,-0.0097,0.1838,1.3954,-1.0
0.9345,1004.78,-0.0218,7.2745,0.06,0.008,0.3211,-0.0197,0.2142,1.61,-1.0
0.9297,1009.36,-0.0038,7.1937,0.135,0.0032,-0.0043,-0.0131,0.128,3.8905,-1.0
0.9341,1009.36,0.0054,7.3827,0.115,0.003,0.0275,-0.0401,0.8703,1.8804,-1.0
0.9315,1009.8612,-0.0049,7.2973,0.117,0.0042,-0.1587,0.0404,0.2591,1.6645,-1.0
0.9279,1009.8612,-0.0198,7.3045,0.118,0.0022,-0.0476,0.0251,0.2207,4.1278,-1.0
0.9314,1007.2099,-0.0385,7.2742,0.11,0.002,0.1565,0.0239,0.7497,3.5664,-1.0
0.9345,1009.36,-0.0086,7.3333,0.073,0.0034,-0.2337,-0.0127,0.1757,3.0745,-1.0
0.9337,1009.36,-0.0027,7.2908,0.136,0.0034,-0.1038,-0.0109,0.7497,1.6123,-1.0
0.9297,1009.36,-0.0155,7.2813,0.158,0.004,-0.0513,-0.0269,0.128,4.219,-1.0
0.9346,1009.8612,0.0096,7.2168,0.086,0.0046,-0.1955,0.0008,0.2356,1.7072,-1.0
0.9301,1007.7856,0.0094,5.1145,0.057,0.0041,-0.0727,-0.0068,0.2709,4.0625,-1.0
0.9298,1007.7856,-0.0255,7.2323,0.138,0.0029,-0.1376,0.0095,0.1459,2.0022,-1.0
0.9348,1007.7856,-0.013,7.2755,0.075,0.0023,-0.0717,-0.0052,0.1964,2.1282,-1.0
0.9298,1012.2367,0.0054,7.246,0.131,0.0031,0.0346,-0.0314,0.3771,1.4175,1.0
0.932,1014.2889,-0.011,7.2942,0.133,0.0022,-0.0486,-0.0164,0.413,2.7669,-1.0
0.932,1014.2889,-0.0225,7.2445,0.077,0.0019,0.0509,-0.0209,0.413,2.5179,-1.0
0.9317,1014.2889,-0.0163,7.2477,0.116,0.0025,-0.027,-0.0221,0.413,4.323,-1.0
0.932,1014.2889,-0.0052,7.4168,0.175,0.0016,-0.0756,-0.025,0.413,2.9771,-1.0
0.9315,1014.2889,-0.0019,7.2978,0.174,0.0016,0.0635,-0.029,0.3771,1.5124,-1.0
0.9329,1013.7167,-0.0119,7.317,0.104,0.0,0.0,-0.0015,0.203,5.5582,-1.0
0.9304,1013.7167,-0.0246,7.2617,0.114,0.0019,0.0022,0.0115,0.3985,4.2538,-1.0
0.9315,1013.7167,0.0011,7.4263,0.099,0.0018,-0.0399,-0.0124,0.3007,1.5594,-1.0
0.9336,1013.7167,-0.0209,7.2145,0.314,0.0,0.0,-0.0097,0.2008,10.0153,-1.0
0.927,1009.8612,-0.0101,7.257,0.108,0.0035,0.0312,0.0439,0.2126,1.9657,1.0
0.9297,1007.7856,0.0325,7.2515,0.097,0.0023,0.0075,-0.0285,0.2154,4.5564,-1.0
0.9298,1011.8444,-0.0169,7.242,0.138,0.0025,0.0817,-0.0112,0.3771,1.4261,1.0
0.9345,1013.7167,-0.0266,7.309,0.119,0.004,-0.0629,0.0041,0.1757,2.1038,-1.0
0.9252,1013.7167,-0.0467,7.399,0.138,0.0028,0.0188,0.0009,0.2291,1.4183,-1.0
0.9298,1007.7856,0.0026,7.1638,0.217,0.003,0.025,-0.0094,0.3771,1.317,1.0
0.9161,996.759,-0.0146,3.6572,0.216,0.0028,-0.0575,-0.0081,0.1166,4.5361,-1.0
0.9175,993.8988,-0.0167,7.4097,0.153,0.0032,-0.0277,-0.0054,0.168,4.0605,-1.0
0.9332,992.6206,-0.014,5.155,0.057,0.003,-0.0078,-0.0053,0.0873,4.3745,-1.0
0.918,995.6526,0.0368,7.324,0.145,0.0017,-0.0679,-0.0058,0.2774,3.831,-1.0
0.9168,993.1386,0.0015,7.326,0.083,0.0031,-0.0401,-0.002,0.2839,4.4524,-1.0
0.9223,997.4334,0.0123,7.294,0.221,0.0022,0.013,0.0071,0.1387,3.8229,-1.0
0.9228,997.5587,-0.0095,7.2602,0.053,0.0021,0.0176,-0.0003,0.252,4.4097,-1.0
0.9175,996.759,-0.0149,7.3388,0.224,0.0041,0.1073,0.0246,0.2631,4.5627,-1.0
0.9312,1000.1451,-0.0076,3.6052,0.233,0.0025,-0.0153,-0.0072,0.1166,4.6802,1.0
0.9161,996.759,-0.0231,7.2538,0.123,0.0014,0.0476,0.0149,0.3651,4.1875,-1.0
0.9312,993.8988,-0.0314,7.5518,0.177,0.0047,0.068,-0.0046,0.4167,3.9054,-1.0
0.8766,996.759,-0.01,7.1963,0.187,0.0022,0.1811,0.0077,0.2453,1.7525,-1.0
0.9332,996.759,0.0126,5.1418,0.085,0.0045,0.0236,0.0256,0.0873,4.11,-1.0
0.934,997.4334,0.0109,7.1503,0.174,0.0034,-0.1095,0.0095,0.3651,3.9549,1.0
0.9191,993.8988,0.0081,5.1348,0.064,0.0027,-0.0731,-0.0181,0.0873,4.4679,-1.0
0.9185,1006.0044,0.0047,7.3697,0.138,0.003,-0.0217,0.0006,0.2728,4.5404,-1.0
0.9323,1006.0044,-0.0018,7.3125,0.133,0.0038,-0.1049,-0.0076,0.271,1.9979,-1.0
0.9312,1006.0044,0.0105,7.3262,0.168,0.0026,0.0188,-0.0037,0.4189,4.3012,-1.0
0.9325,1006.0044,-0.0134,7.3003,0.083,0.0032,-0.0084,-0.0022,0.168,2.6381,-1.0
0.9185,1006.0044,0.0303,7.2893,0.195,0.003,-0.0369,-0.0035,0.2182,4.739,-1.0
0.9324,1006.0044,0.0214,7.2327,0.066,0.0045,-0.0329,-0.0148,0.1431,3.9246,-1.0
0.9191,996.759,-0.004,5.112,0.124,0.0026,0.0021,0.0058,0.0873,4.944,-1.0
0.9312,1002.4862,0.0263,7.3573,0.181,0.0018,0.0203,-0.0007,0.2512,4.0564,-1.0
0.9172,997.157,0.0073,5.0743,0.092,0.0037,-0.193,0.0102,0.3443,3.8444,-1.0
0.9312,1002.4862,0.0212,5.1603,0.074,0.0025,0.025,-0.0028,0.2512,4.2931,-1.0
0.9185,1002.4862,0.0311,5.1523,0.074,0.0033,-0.0033,0.0144,0.2512,4.2532,-1.0
0.9324,995.4129,0.0173,7.269,0.157,0.0022,-0.0348,-0.0192,0.2765,3.9605,-1.0
0.9185,1002.4862,0.0155,5.0995,0.105,0.0026,0.0947,0.0059,0.2512,4.7654,-1.0
0.9197,995.4129,0.0105,7.3428,0.14,0.0047,-0.0298,-0.0012,0.2883,3.966,-1.0
0.9315,996.6426,-0.022,7.3492,0.049,0.0033,-0.0639,0.0229,0.0595,2.8539,-1.0
0.932,1002.4862,0.0061,7.303,0.097,0.006,-0.0637,0.0025,0.2185,3.0288,-1.0
0.9201,999.9423,0.0129,7.2262,0.111,0.0025,-0.0326,-0.0175,0.236,4.0327,-1.0
0.9302,995.0531,0.0022,5.099,0.072,0.0025,-0.1931,-0.0232,0.3495,1.6075,-1.0
0.9302,995.0531,-0.0034,5.1588,0.053,0.0021,0.0123,-0.0365,0.3495,1.8753,-1.0
0.9302,992.304,-0.0027,5.1155,0.088,0.0025,-0.007,-0.0186,0.3495,1.9514,-1.0
0.9302,992.304,0.0219,5.202,0.063,0.0036,-0.0501,-0.0151,0.3495,2.1185,-1.0
0.9185,995.0531,-0.0081,7.3948,0.129,0.0025,-0.0032,0.0074,0.2631,4.2925,-1.0
0.923,998.1757,-0.0186,7.1467,0.101,0.0024,0.0499,0.004,0.0595,4.2076,-1.0
0.9302,992.304,0.0061,5.2025,0.081,0.0031,-0.0749,-0.0183,0.3495,2.1903,-1.0
0.9324,998.1757,-0.0366,7.2877,0.073,0.004,-0.0173,-0.0071,0.299,4.1864,-1.0
0.9187,999.9423,0.0382,7.2212,0.104,0.003,-0.0259,-0.0293,0.251,4.6658,-1.0
0.9302,993.4209,0.0055,5.1793,0.04,0.003,0.0331,-0.0181,0.3495,2.4238,-1.0
0.9286,993.4209,-0.0068,7.41,0.18,0.0026,0.1815,-0.0076,0.2279,2.347,-1.0
0.9303,990.8618,0.0061,7.3955,0.139,0.0039,0.0475,0.014,0.2279,1.5266,-1.0
0.9266,990.8618,0.025,7.1818,0.106,0.0024,-0.1185,-0.0094,0.2098,2.3218,-1.0
0.9303,990.6176,-0.0007,7.337,0.225,0.0034,0.0888,-0.0321,0.3639,2.1623,-1.0
0.9219,990.8618,-0.0106,7.284,0.145,0.0034,-0.1175,0.0035,0.219,4.4713,-1.0
0.9097,984.0379,-0.0048,7.3635,0.096,0.0027,-0.0388,-0.0249,0.4167,4.4429,-1.0
0.9205,986.7484,-0.0248,7.2532,0.036,0.0037,-0.0514,0.0039,0.294,4.8205,-1.0
0.9317,986.7484,0.0023,7.2177,0.144,0.0034,-0.081,0.0001,0.3569,3.8554,-1.0
0.9304,984.0379,0.0034,7.3083,0.159,0.002,0.0226,0.0105,0.2515,2.0814,-1.0
0.9325,988.7396,0.001,7.2457,0.122,0.0028,0.1129,0.0014,0.2933,4.2464,-1.0
0.9185,988.7396,0.004,7.0595,0.162,0.0033,0.0326,0.0178,0.0595,4.5801,-1.0
0.9304,990.6176,-0.0045,7.2083,0.119,0.0022,0.0166,-0.0138,0.377,2.3867,-1.0
0.9203,988.7396,0.014,7.134,0.111,0.0026,-0.0111,-0.034,0.4049,4.3116,-1.0
0.9266,986.9524,0.0043,7.3878,0.124,0.0036,0.0929,-0.0177,0.2098,2.0828,-1.0
0.9306,986.9524,-0.0122,7.2503,0.089,0.0032,-0.0171,-0.0161,0.294,4.657,-1.0
0.9204,985.77,0.0086,7.195,0.192,0.0029,-0.1522,-0.0272,0.2657,4.3716,-1.0
0.9097,986.9524,0.0146,7.2343,0.159,0.0049,0.0913,-0.0179,0.6908,4.2691,-1.0
0.9187,986.9524,-0.004,7.4597,0.269,0.0025,0.0349,-0.019,0.4189,4.3458,-1.0
0.9317,986.9524,0.0074,7.329,0.074,0.0033,-0.0255,-0.0245,0.1196,4.4792,-1.0
0.9204,986.9524,-0.024,7.1635,0.055,0.0028,-0.003,-0.0302,0.4081,4.763,-1.0
0.9202,985.77,0.0031,7.2072,0.055,0.0039,0.0382,-0.0317,0.377,4.5285,-1.0
0.8755,986.7484,0.0306,5.1753,0.08,0.0027,0.0485,-0.0184,0.3498,1.1942,-1.0
0.9305,986.9524,0.0026,7.2932,0.063,0.003,0.0282,-0.0138,0.1008,2.149,-1.0
0.9191,996.759,-0.0075,5.1025,0.064,0.0037,-0.1177,0.0404,0.0873,4.6552,-1.0
0.9257,986.9524,-0.0105,7.3618,0.233,0.0032,-0.0245,0.009,0.2279,2.6097,-1.0
0.9097,986.9524,0.0208,7.105,0.165,0.0031,-0.0746,0.0011,0.1319,4.3727,-1.0
0.9286,986.7484,0.0199,7.3575,0.118,0.0026,0.0214,0.0277,0.2098,2.4822,-1.0
0.9332,1010.0694,-0.0224,7.2685,0.138,0.0022,-0.0396,-0.0305,0.3098,4.3663,-1.0
0.9306,1010.0694,-0.0286,7.2542,0.095,0.0032,-0.0089,-0.0149,0.2628,4.7201,-1.0
0.9185,1010.0694,-0.0151,7.2513,0.154,0.0041,0.0259,-0.0176,0.2774,4.3898,-1.0
0.92,984.0379,-0.0003,5.0393,0.093,0.0017,0.0403,0.0006,0.3495,4.826,-1.0
0.9082,1010.0694,-0.0392,3.2448,0.34,0.0043,0.0109,-0.0082,0.3314,4.1753,-1.0
0.9306,1015.5533,-0.0134,5.0362,0.046,0.0023,-0.0682,-0.013,0.3495,2.1191,-1.0
0.9266,1015.5533,-0.0161,7.2803,0.149,0.003,0.0494,-0.0348,0.2098,2.2471,-1.0
0.9317,1010.0694,-0.0209,7.1595,0.173,0.0036,-0.0381,-0.0193,0.377,4.2535,-1.0
0.9336,1004.653,-0.0127,7.3252,0.068,0.0022,-0.1061,0.011,0.3098,4.1445,-1.0
0.9205,1015.5533,-0.043,7.2177,0.079,0.0048,-0.0709,-0.0227,0.294,4.2718,-1.0
0.9246,1001.6042,0.0066,7.249,0.22,0.0026,-0.0084,0.0056,0.2657,2.0563,-1.0
0.9317,1004.653,-0.0031,5.129,0.024,0.0016,0.045,-0.0151,0.3495,1.5922,-1.0
0.9202,1002.7238,-0.0242,7.0012,0.117,0.0019,-0.0263,-0.0235,0.4081,4.5877,-1.0
0.9161,997.5587,-0.0162,7.3025,0.059,0.0037,-0.0699,0.01,0.3651,4.8365,-1.0
0.9207,1004.653,-0.0356,7.2348,0.147,0.003,0.0045,0.0031,0.3569,4.0651,-1.0
0.9187,1002.7238,-0.0059,7.2735,0.053,0.0028,-0.1297,-0.0081,0.2679,4.5445,-1.0
0.92,1015.5533,-0.011,7.2565,0.219,0.0022,0.0885,0.0152,0.284,4.5945,-1.0
0.92,1004.653,-0.0429,7.1593,0.112,0.0021,0.0539,-0.0069,0.3858,5.0779,-1.0
0.9202,1015.5533,-0.0082,7.3005,0.125,0.0029,-0.0045,0.0082,0.1196,4.6872,-1.0
0.9205,1004.653,-0.0057,7.3738,0.182,0.0025,0.0967,-0.0012,0.3498,4.7416,-1.0
0.9337,1000.1451,-0.0309,7.3297,0.169,0.0069,0.0279,-0.0014,0.2142,2.7437,1.0
0.9306,1015.5533,-0.0191,3.5215,0.247,0.0025,-0.0089,0.0114,0.3314,4.4525,-1.0
0.9205,1010.0694,-0.0199,7.305,0.082,0.0033,-0.0317,-0.0157,0.3569,4.5484,-1.0
0.9317,1010.8564,0.0105,7.165,0.09,0.0049,-0.047,0.0122,0.1319,4.3341,-1.0
0.9097,1001.6042,-0.0185,3.6015,0.206,0.0015,0.0365,0.0338,0.1166,4.9224,-1.0
0.9097,1011.88,-0.0346,7.3145,0.091,0.0024,-0.0011,-0.026,0.4351,4.7981,-1.0
0.9304,1011.88,-0.0067,7.2393,0.143,0.003,-0.1163,-0.0122,0.6908,2.4163,-1.0
0.9332,1011.88,-0.0156,7.448,0.076,0.0022,0.0361,0.0027,0.4351,4.1906,-1.0
0.9187,1011.88,-0.0174,7.3335,0.186,0.0029,0.0561,0.0037,0.284,4.3204,-1.0
0.9082,1015.5533,-0.0446,7.2343,0.13,0.0033,-0.1536,-0.0432,0.377,4.7303,-1.0
0.9312,1002.1417,-0.0223,5.1885,0.039,0.002,0.0709,-0.0201,0.2014,2.8493,-1.0
0.9139,1006.4594,-0.0139,7.4305,0.165,0.0028,-0.0351,-0.1092,0.3332,4.4277,-1.0
0.9267,1006.4594,0.0092,7.2402,0.08,0.0031,-0.0631,-0.0141,0.2677,2.4076,-1.0
0.9267,1006.4594,0.0157,7.3445,0.13,0.0028,-0.3074,-0.0378,0.1666,2.6279,-1.0
0.9231,1006.8463,-0.0336,7.2113,0.087,0.003,-0.0385,-0.0477,0.1666,2.6625,-1.0
0.9296,996.2552,-0.0261,1.4365,0.89,0.0,0.0,-0.0795,0.8512,2.7669,-1.0
0.9326,1013.0161,-0.038,1.5685,0.95,0.0023,0.0912,0.0137,0.299,1.9597,-1.0
0.9324,1013.0161,-0.0227,7.4067,0.148,0.003,0.0898,-0.0023,0.2751,2.516,-1.0
0.933,1009.9942,-0.0369,7.3487,0.088,0.0028,-0.1774,0.0968,0.2252,3.094,-1.0
0.933,1013.0161,-0.0241,3.2887,0.084,0.0051,-0.0402,-0.0902,0.3464,2.9023,-1.0
0.9287,1011.7456,-0.0392,7.1133,0.16,0.0025,0.0661,0.0897,0.9109,2.8035,-1.0
0.9326,1009.9942,-0.0327,7.308,0.089,0.0021,0.1884,0.1009,0.1794,1.789,-1.0
0.9287,1013.0161,-0.0404,7.1333,0.159,0.0029,0.0214,-0.0805,0.7494,2.7382,-1.0
0.9238,1010.4833,-0.0109,7.0992,0.036,0.0036,0.0985,0.0022,0.7347,1.837,-1.0
0.9326,1010.4833,-0.0156,1.5313,0.918,0.0049,0.0771,-0.0003,0.2146,2.1341,-1.0
0.9334,1011.7456,-0.0382,3.1147,0.06,0.0046,-0.1328,0.1186,0.2252,3.3509,-1.0
0.9313,1010.4833,-0.0038,7.457,0.081,0.0034,0.0168,-0.0173,0.2887,2.0755,-1.0
0.933,1011.7456,-0.0607,0.7198,0.896,0.0075,-0.0007,0.0869,0.9109,3.9127,-1.0
